V1.ime	V2.priimek	V3.AvtID	V4.OpisVloga	V5.kjluc	V6.organiz	V7.COBISS	V8	V9.STATUS1	V10.STATUS2	V11.POD	V12.DIS	V13.VED	V14.leto	V15.tip	V16.vloga	V17.stAvt	V18.samo	V19.vdisc	V20.medDisc	V21.izven	V22.tipTock	V23.tocke	vrstniRed	V25.starost	V26.Dr	V27.spol	V28	V29.excellent	V30.ResGroup
Marko	Lovrečič Saražin	755	avtor	00755/7978073	4-015 & 4-016	7978073	main	ACT	RSR	5	1	1	1998	1.01	R.1	1	1	0.0	0.0	0.0	1A3 (Z1)	61.05	194453	1984	0	M	Z1	NA	NA
Marko	Lovrečič Saražin	755	avtor	00755/14181721	NA	14181721	main	ACT	RSR	5	1	1	2007	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A3 (Z1)	20.42	194454	1984	0	M	Z1	NA	NA
Marko	Lovrečič Saražin	755	avtor	00755/1024192340	NA	1024192340	main	ACT	RSR	5	1	1	2010	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	37.18	194457	1984	0	M	Z1	NA	NA
Dragan	Marušič	2887	avtor	02887/1024192340	3-300 & 4-016	1024192340	main	ACT	RSR	4	1	1	2010	1.01	R.1	2	0	0.5	0.0	0.0	1A3 (Z1)	37.18	194458	1966	1	M	Z1	NA	404
Marko	Lovrečič Saražin	755	avtor	00755/2505750	4-015	2505750	main	ACT	RSR	5	1	1	1996	1.06	R.1	7	0	0.0204081632653061	0.122448979591837	0.0	4NK (S); zbornik nerecenziranih prispevkov	0.71	194471	1984	0	M	S	NA	NA
Marko	Lovrečič Saražin	755	avtor	00755/19047173	4-015	19047173	main	ACT	RSR	5	1	1	1995	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	194477	1984	0	M	S	NA	NA
Jože	Petrišič	5474	avtor	05474/3089179	3-112	3089179	main	ACT	RSR	3	1	1	1986	1.01	R.1	2	0	0.25	0.25	0.0	1A3 (Z1)	33.49	203694	1973	1	M	Z1	NA	453
Anamarija	Borštnik	15839	avtor	15839/10007835	3-112	10007835	main	ACT	RSR	6	1	1	2007	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A4 (Z1)	13.33	203915	1995	1	F	Z1	NA	NA
Anamarija	Borštnik	15839	avtor	15839/10980891	3-112	10980891	main	ACT	RSR	6	1	1	2009	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A2 (Z1)	29.02	203945	1995	1	F	Z1	NA	NA
Jože	Petrišič	5474	avtor	05474/4234523	3-112	4234523	main	ACT	RSR	3	1	1	1990	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4D (Z2)	6.67	204017	1973	1	M	Z2	NA	453
Anamarija	Borštnik	15839	avtor	15839/10226715	3-112	10226715	main	ACT	RSR	6	1	1	2007	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	204433	1995	1	F	Z2	NA	NA
Jože	Petrišič	5474	avtor	05474/1806875	3-112	1806875	main	ACT	RSR	3	1	1	1995	1.08	R.1	2	0	0.25	0.25	0.0	4D (Z2)	10.0	205290	1973	1	M	Z2	NA	453
Darja	Rupnik Poklukar	21774	avtor	21774/10644251	3-112	10644251	main	ACT	RSR	NA	1	1	2008	1.06	R.1	5	0	0.04	0.16	0.04	4C (Z2)	5.0	206280	1992	1	F	Z2	NA	484
Darja	Rupnik Poklukar	21774	avtor	21774/10935835	3-112	10935835	main	ACT	RSR	NA	1	1	2009	1.06	R.1	5	0	0.04	0.16	0.04	4NK (S); zbornik nerecenziranih prispevkov	1.0	206295	1992	1	F	S	NA	484
Stane	Indihar	823	avtor	00823/9037340	3-201.06	9037340	main	RIP	RSR	3	1	1	2007	1.02	R.1	1	1	0.0	0.0	0.0	1C (Z2)	30.0	218209	1969	1	M	Z2	NA	NA
Stane	Indihar	823	avtor	00823/6523396	3-201.06	6523396	main	RIP	RSR	3	1	1	1994	1.06	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218212	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/548356	3-201	548356	main	RIP	RSR	3	1	1	1987	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218215	1969	1	M	S	NA	NA
Stane	Indihar	823	avtor	00823/379396	3-201 & 4-016	379396	main	RIP	RSR	3	1	1	1986	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218216	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/617988	3-201	617988	main	RIP	RSR	3	1	1	1987	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218217	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/1834244	3-201	1834244	main	RIP	RSR	3	1	1	1988	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218218	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/1339396	3-201	1339396	main	RIP	RSR	3	1	1	1989	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218219	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/1097732	3-201	1097732	main	RIP	RSR	3	1	1	1989	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218220	1969	1	M	S	NA	NA
Stane	Indihar	823	avtor	00823/3013124	3-201	3013124	main	RIP	RSR	3	1	1	1990	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218222	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/2965508	3-201	2965508	main	RIP	RSR	3	1	1	1990	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218223	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/2011140	3-201	2011140	main	RIP	RSR	3	1	1	1990	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218225	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/3056132	3-201	3056132	main	RIP	RSR	3	1	1	1991	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218226	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/4350980	3-201	4350980	main	RIP	RSR	3	1	1	1992	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218227	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/5465604	3-201	5465604	main	RIP	RSR	3	1	1	1993	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218231	1969	1	M	S	NA	NA
Stane	Indihar	823	NA	00823/6434308	3-201	6434308	main	RIP	RSR	3	1	1	1994	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218234	1969	1	M	S	NA	NA
Stane	Indihar	823	avtor	00823/6562052	3-201.06	6562052	main	RIP	RSR	3	1	1	1994	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218235	1969	1	M	S	NA	NA
Stane	Indihar	823	avtor	00823/7666948	3-201	7666948	main	RIP	RSR	3	1	1	1995	1.08	R.1	1	1	0.0	0.0	0.0	4NK (S); zbornik nerecenziranih prispevkov	5.0	218238	1969	1	M	S	NA	NA
Andrej	Blejec	6989	avtor	06989/26061058	3-104.05	26061058	main	ACT	RSR	6	1	1	1991	1.01	R.1	2	0	0.25	0.25	0.0	1NK (S)	2.5	242469	1975	1	M	S	NA	32
Katarina	Košmelj	9085	avtor	09085/35887616	3-104.01	35887616	main	ACT	RSR	6	1	1	1990	1.01	R.1	2	0	0.25	0.25	0.0	1C (Z2)	15.0	251002	1979	1	F	Z2	NA	279
Damijana	Kastelec	10689	avtor	10689/14624002	NA	14624002	main	ACT	RSR	6	1	1	1989	1.01	R.1	2	0	0.25	0.25	0.0	1NK (S)	2.5	251659	1989	1	F	S	NA	279
Damijana	Kastelec	10689	avtor	10689/62835712	NA	62835712	main	ACT	RSR	6	1	1	1992	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A4 (Z1)	13.33	251670	1989	1	F	Z1	NA	279
Damijana	Kastelec	10689	avtor	10689/2158457	NA	2158457	main	ACT	RSR	6	1	1	1990	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	251702	1989	1	F	S	NA	279
Katarina	Košmelj	9085	avtor	09085/51791360	3-104.01	51791360	main	ACT	RSR	6	1	1	1993	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1C (Z2)	10.0	252622	1979	1	F	Z2	NA	279
Katarina	Košmelj	9085	avtor	09085/1460849	3-104.01	1460849	main	ACT	RSR	6	1	1	2004	1.01	R.1	10	0	0.01	0.09	0.04	1A1 (Z1, A')	10.1	253596	1979	1	F	Z1	1	279
Damijana	Kastelec	10689	avtor	10689/591735	3-104.01	591735	main	ACT	RSR	6	1	1	2007	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1C (Z2)	10.0	255384	1989	1	F	Z2	NA	279
Damijana	Kastelec	10689	avtor	10689/3764601	3-104.01	3764601	main	ACT	RSR	6	1	1	2003	1.08	R.1	6	0	0.0277777777777778	0.138888888888889	0.0	4NK (S); zbornik nerecenziranih prispevkov	0.83	255681	1989	1	F	S	NA	279
Damijana	Kastelec	10689	avtor	10689/3716729	3-104.01	3716729	main	ACT	RSR	6	1	1	2003	1.08	R.1	5	0	0.04	0.16	0.0	4NK (S); zbornik nerecenziranih prispevkov	1.0	255687	1989	1	F	S	NA	279
Vladimir	Batagelj	1467	avtor	01467/4940548	3-111.02 & 4-016	4940548	main	ACT	RSR	3	1	1	1988	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A1 (Z1, A'', A')	34.25	287948	1968	1	M	Z1	1	3
Vladimir	Batagelj	1467	avtor	01467/2332179	NA	2332179	main	ACT	RSR	3	1	1	1998	1.01	R.1	4	0	0.0625	0.1875	0.125	1C (Z2)	7.5	287989	1968	1	M	Z2	NA	3
Vladimir	Batagelj	1467	avtor	01467/4585747	NA	4585747	main	ACT	RSR	3	1	1	2005	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1C (Z2)	10.0	288118	1968	1	M	Z2	NA	3
Vladimir	Batagelj	1467	avtor	01467/1627908	3-111.02	1627908	main	ACT	RSR	3	1	1	1989	1.02	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1C (Z2)	10.0	288223	1968	1	M	Z2	NA	3
Vladimir	Batagelj	1467	avtor	01467/577811	NA	577811	main	ACT	RSR	3	1	1	1996	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	288406	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/537107	NA	537107	main	ACT	RSR	3	1	1	1996	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4NK (S); zbornik nerecenziranih prispevkov	1.67	288416	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/572691	NA	572691	main	ACT	RSR	3	1	1	1996	1.08	R.1	5	0	0.04	0.16	0.12	4NK (S); zbornik nerecenziranih prispevkov	1.0	288440	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/12768039	3-111.02 & 4-016	12768039	main	ACT	RSR	3	1	1	1997	1.08	R.1	4	0	0.0625	0.1875	0.125	4NK (S); zbornik nerecenziranih prispevkov	1.25	288471	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/28357637	NA	28357637	main	ACT	RSR	3	1	1	2000	1.08	R.1	4	0	0.0625	0.1875	0.125	4D (Z2)	5.0	288621	1968	1	M	Z2	NA	3
Vladimir	Batagelj	1467	avtor	01467/10689369	3-111.02 & 4-016	10689369	main	ACT	RSR	3	1	1	2001	1.08	R.1	4	0	0.0625	0.1875	0.0625	4NK (S); zbornik nerecenziranih prispevkov	1.25	288670	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/10697561	3-111.02 & 4-016	10697561	main	ACT	RSR	3	1	1	2001	1.08	R.1	5	0	0.04	0.16	0.08	4NK (S); zbornik nerecenziranih prispevkov	1.0	288677	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/10651225	3-111.02 & 4-016	10651225	main	ACT	RSR	3	1	1	2001	1.08	R.1	4	0	0.0625	0.1875	0.0625	4C (Z2)	6.25	288691	1968	1	M	Z2	NA	3
Vladimir	Batagelj	1467	avtor	01467/3552787	3-111.02 & 4-016	3552787	main	ACT	RSR	3	1	1	2002	1.08	R.1	4	0	0.0625	0.1875	0.0625	4NK (S); zbornik nerecenziranih prispevkov	1.25	288718	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/4134163	NA	4134163	main	ACT	RSR	3	1	1	2004	1.08	R.1	4	0	0.0625	0.1875	0.0625	4D (Z2)	5.0	288818	1968	1	M	Z2	NA	3
Vladimir	Batagelj	1467	avtor	01467/4448275	NA	4448275	main	ACT	RSR	3	1	1	2005	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	4NK (S); zbornik nerecenziranih prispevkov	1.67	288867	1968	1	M	S	NA	3
Vladimir	Batagelj	1467	avtor	01467/13673767	NA	13673767	main	ACT	RSR	3	1	1	1998	1.16	R.1	4	0	0.0625	0.1875	0.125	3NK (S)	1.25	289902	1968	1	M	S	NA	3
Jože	Jesenko	4067	avtor	04067/98200320	NA	98200320	main	RIP	RSR	6	1	1	1991	2.01	R.1	24	0	0.00173611111111111	0.0399305555555556	0.00347222222222222	2B (Z2)	5.8	290116	1967	1	M	Z2	NA	NA
Jože	Jesenko	4067	avtor	04067/2856723	3-205	2856723	main	RIP	RSR	6	1	1	1999	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	295664	1967	1	M	S	NA	NA
Andrej	Blejec	6989	avtor	06989/12675879	NA	12675879	main	ACT	RSR	6	1	1	1997	1.01	R.1	7	0	0.0204081632653061	0.122448979591837	0.0204081632653061	1A4 (Z1)	5.71	298843	1975	1	M	Z1	NA	32
Martin	Vuk	23987	avtor	23987/18221607	NA	18221607	main	ACT	RSR	2	1	1	2004	1.01	R.1	2	0	0.25	0.25	0.0	1A1 (Z1, A')	55.64	314371	1998	1	M	Z1	1	687
Borut	Jurčič-Zlobec	2115	avtor	02115/6506068	3-107	6506068	main	ACT	RSR	3	1	1	2008	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A1 (Z1, A')	33.33	315599	1971	1	M	Z1	1	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/7051604	3-107	7051604	main	ACT	RSR	3	1	1	2009	1.01	R.1	4	0	0.0625	0.1875	0.0	1A2 (Z1)	24.91	315605	1971	1	M	Z1	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/5675348	3-107 & 1-001.01.08	5675348	main	ACT	RSR	3	1	1	2006	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4NK (S); zbornik nerecenziranih prispevkov	1.67	315981	1971	1	M	S	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/5339988	3-107	5339988	main	ACT	RSR	3	1	1	2006	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	315986	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/20490535	NA	20490535	main	ACT	RSR	3	1	1	2006	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	315989	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/5477716	3-107	5477716	main	ACT	RSR	3	1	1	2006	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4D (Z2)	6.67	316000	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/6314580	3-107	6314580	main	ACT	RSR	3	1	1	2007	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	316010	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/6094676	3-107	6094676	main	ACT	RSR	3	1	1	2007	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4D (Z2)	6.67	316022	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/6635348	3-107	6635348	main	ACT	RSR	3	1	1	2008	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4D (Z2)	6.67	316027	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/6625876	3-107	6625876	main	ACT	RSR	3	1	1	2008	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	316045	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/6661460	3-107	6661460	main	ACT	RSR	3	1	1	2008	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4D (Z2)	6.67	316050	1971	1	M	Z2	NA	NA
Borut	Jurčič-Zlobec	2115	avtor	02115/7323220	3-107	7323220	main	ACT	RSR	3	1	1	2009	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4C (Z2)	8.33	316071	1971	1	M	Z2	NA	NA
Andrej	Blejec	6989	avtor	06989/12607705	1-007	12607705	main	ACT	RSR	6	1	1	2000	1.01	R.1	5	0	0.04	0.16	0.04	1A1 (Z1, A'', A')	29.48	331045	1975	1	M	Z1	1	32
Vladimir	Batagelj	1467	avtor	01467/8165465	3-111.02 & 4-016	8165465	main	ACT	RSR	3	1	1	1991	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A1 (Z1, A')	40.94	361844	1968	1	M	Z1	1	3
Vladimir	Batagelj	1467	avtor	01467/8156761	3-111.02 & 4-016	8156761	main	ACT	RSR	3	1	1	1994	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A1 (Z1, A')	58.37	361859	1968	1	M	Z1	1	3
Janez	Žerovnik	3430	avtor	03430/7724546	4-016 & 3-206	7724546	main	ACT	RSR	NA	1	1	1987	1.03	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1NK (S)	1.67	362019	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/7587417	1-001	7587417	main	ACT	RSR	NA	1	1	1986	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	4NK (S); zbornik nerecenziranih prispevkov	1.67	362126	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/7581785	4-016	7581785	main	ACT	RSR	NA	1	1	1987	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	4NK (S); zbornik nerecenziranih prispevkov	1.67	362129	1978	1	M	S	NA	2
Janez	Žerovnik	3430	avtor	03430/7581273	3-206 & 4-016	7581273	main	ACT	RSR	NA	1	1	1988	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	4NK (S); zbornik nerecenziranih prispevkov	1.67	362132	1978	1	M	S	NA	2
Matevž	Bren	2017	avtor	02017/7468548	3-205	7468548	main	ACT	RSR	3	1	1	1995	1.08	R.1	3	0	0.111111111111111	0.222222222222222	0.0	4NK (S); zbornik nerecenziranih prispevkov	1.67	363233	1977	1	M	S	NA	913
Anamarija	Borštnik	15839	avtor	15839/619108	3-111.01	619108	main	ACT	RSR	6	1	1	1998	1.01	R.1	2	0	0.25	0.25	0.0	1A2 (Z1)	40.78	371191	1995	1	F	Z1	NA	NA
Bojan	Gornik	20977	avtor	20977/18114599	NA	18114599	main	ACT	RSR	1	1	1	2003	1.01	R.1	2	0	0.25	0.25	0.0	1C (Z2)	15.0	371205	2000	1	M	Z2	NA	714
Anamarija	Borštnik	15839	avtor	15839/1948260	NA	1948260	main	ACT	RSR	6	1	1	2006	1.01	R.1	2	0	0.25	0.25	0.0	1A1 (Z1, A')	64.27	371209	1995	1	F	Z1	1	NA
Anamarija	Borštnik	15839	avtor	15839/1005156	3-111.01	1005156	main	ACT	RSR	6	1	1	1999	1.06	R.1	2	0	0.25	0.25	0.0	4C (Z2)	12.5	371260	1995	1	F	Z2	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1582436	NA	1582436	main	ACT	RSR	6	1	1	2002	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	371354	1995	1	F	S	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1717092	NA	1717092	main	ACT	RSR	6	1	1	2003	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	371362	1995	1	F	S	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1880420	NA	1880420	main	ACT	RSR	6	1	1	2005	1.08	R.1	2	0	0.25	0.25	0.0	4C (Z2)	12.5	371372	1995	1	F	Z2	NA	NA
Anamarija	Borštnik	15839	avtor	15839/1863012	NA	1863012	main	ACT	RSR	6	1	1	2005	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	371391	1995	1	F	S	NA	NA
Milan	Randić	15106	avtor	15106/2463770	1-002.03	2463770	main	ACT	RSR	3	1	1	2001	1.01	R.1	2	0	0.25	0.25	0.0	1A1 (Z1, A'', A')	103.9	371982	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/2515226	1-002.03	2515226	main	ACT	RSR	3	1	1	2001	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.0	1A1 (Z1, A'', A')	69.27	371984	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/2755354	NA	2755354	main	ACT	RSR	3	1	1	2002	1.01	R.1	5	0	0.04	0.16	0.08	1A2 (Z1)	18.27	371998	1980	1	M	Z1	NA	NA
Milan	Randić	15106	avtor	15106/2832922	NA	2832922	main	ACT	RSR	3	1	1	2003	1.01	R.1	4	0	0.0625	0.1875	0.0	1A1 (Z1, A')	26.51	372003	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/3142426	1-002.03	3142426	main	ACT	RSR	3	1	1	2004	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A1 (Z1, A')	33.91	372024	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/3142682	1-002.03	3142682	main	ACT	RSR	3	1	1	2004	1.01	R.1	2	0	0.25	0.25	0.0	1A1 (Z1, A')	57.65	372045	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/3379738	1-002.03	3379738	main	ACT	RSR	3	1	1	2005	1.01	R.1	2	0	0.25	0.25	0.0	1A1 (Z1, A')	76.66	372055	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/3611418	1-002.03	3611418	main	ACT	RSR	3	1	1	2006	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A2 (Z1)	33.33	372056	1980	1	M	Z1	NA	NA
Milan	Randić	15106	avtor	15106/3657242	NA	3657242	main	ACT	RSR	3	1	1	2006	1.01	R.1	4	0	0.0625	0.1875	0.125	1A2 (Z1)	25.0	372059	1980	1	M	Z1	NA	NA
Milan	Randić	15106	avtor	15106/3816218	1-002.03	3816218	main	ACT	RSR	3	1	1	2007	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.111111111111111	1A1 (Z1, A')	39.43	372077	1980	1	M	Z1	1	NA
Milan	Randić	15106	avtor	15106/14553689	1-002	14553689	main	ACT	RSR	3	1	1	2008	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.0	1A2 (Z1)	31.88	372099	1980	1	M	Z1	NA	NA
Tomaž	Pisanski	1941	avtor	01941/14553689	4-016 & 3-111.02	14553689	main	ACT	RSR	5	1	1	2008	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.0	1A2 (Z1)	31.88	372101	1968	1	M	Z1	NA	1259
Milan	Randić	15106	avtor	15106/2276634	1-002.03	2276634	main	ACT	RSR	3	1	1	2000	1.08	R.1	2	0	0.25	0.25	0.0	4NK (S); zbornik nerecenziranih prispevkov	2.5	372324	1980	1	M	S	NA	NA
Milan	Randić	15106	avtor	15106/2726682	1-002.03	2726682	main	ACT	RSR	3	1	1	2002	1.16	R.1	2	0	0.25	0.25	0.0	3NK (S)	2.5	372683	1980	1	M	S	NA	NA
Blaž	Zmazek	15571	avtor	15571/10012950	3-206	10012950	main	ACT	RSR	5	1	1	2005	1.01	R.1	6	0	0.0277777777777778	0.138888888888889	0.0	1A3 (Z1)	11.95	377909	1993	1	M	Z1	NA	1053
Matjaž	Omladič	9573	avtor	09573/8133209	3-111.02 & 4-016	8133209	main	ACT	RSR	1	1	1	1991	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A2 (Z1)	28.04	379961	1951	1	M	Z1	NA	2
Matjaž	Omladič	9573	avtor	09573/8133977	4-016 & 3-111.02	8133977	main	ACT	RSR	1	1	1	1993	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A2 (Z1)	30.02	379963	1951	1	M	Z1	NA	2
Matjaž	Omladič	9573	avtor	09573/8134745	4-016 & 3-111.02	8134745	main	ACT	RSR	1	1	1	1994	1.01	R.1	3	0	0.111111111111111	0.222222222222222	0.222222222222222	1A2 (Z1)	28.04	379966	1951	1	M	Z1	NA	2
Matjaž	Omladič	9573	avtor	09573/7104089	3-111.02 & 4-016	7104089	main	ACT	RSR	1	1	1	1997	1.01	R.1	2	0	0.25	0.25	0.25	1A3 (Z1)	33.7	379969	1951	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/7437145	3-111.02 & 4-016	7437145	main	ACT	RSR	4	1	1	1997	1.01	R.1	4	0	0.0625	0.1875	0.1875	1A3 (Z1)	18.39	379973	1986	1	M	Z1	NA	2
Tomaž	Košir	8398	avtor	08398/7306329	3-111.02 & 4-016	7306329	main	ACT	RSR	4	1	1	1997	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	20.29	379975	1986	1	M	Z1	NA	2
Matjaž	Omladič	9573	avtor	09573/7306329	3-111.02 & 4-016	7306329	main	ACT	RSR	1	1	1	1997	1.01	R.1	3	0	0.222222222222222	0.111111111111111	0.111111111111111	1A3 (Z1)	20.29	379976	1951	1	M	Z1	NA	2
Gregor	Cigler	13430	avtor	13430/8541017	3-111.02 & 4-016	8541017	main	ACT	RSR	4	1	1	1998	1.01	R.1	7	0	0.0816326530612245	0.0612244897959184	0.0612244897959184	1A1 (Z1, A')	19.44	379978	1992	1	M	Z1	1	2
Roman	Drnovšek	11709	avtor	11709/8541017	3-111.02 & 4-016	8541017	main	ACT	RSR	4	1	1	1998	1.01	R.1	7	0	0.0816326530612245	0.0612244897959184	0.0612244897959184	1A1 (Z1, A')	19.44	379979	1984	1	M	Z1	1	2
Damjana	Kokol-Bukovšek	12190	avtor	12190/8541017	3-111.02 & 4-016	8541017	main	ACT	RSR	4	1	1	1998	1.01	R.1	7	0	0.0816326530612245	0.0612244897959184	0.0612244897959184	1A1 (Z1, A')	19.44	379980	1991	1	F	Z1	1	2
Matjaž	Omladič	9573	avtor	09573/8541017	3-111.02 & 4-016	8541017	main	ACT	RSR	1	1	1	1998	1.01	R.1	7	0	0.0816326530612245	0.0612244897959184	0.0612244897959184	1A1 (Z1, A')	19.44	379981	1951	1	M	Z1	1	2
